marked_register_2014,ward,street,treat,weights
0,C,2450112608fb61d5533ab4319a287a06,1,1.4331065759637187
0,C,2450112608fb61d5533ab4319a287a06,1,1.4331065759637187
1,C,b3741b6c9cb7019e3fb6c544ba184eee,0,3.30890052356021
1,C,b3741b6c9cb7019e3fb6c544ba184eee,0,3.30890052356021
1,G,7bb0b3188611c222b97148f8f0746dd7,1,1.2855464159811987
0,A,3cf9bde41e82781628522d0d4463b678,1,1.5385934819897085
1,F,47116b2b7cda43fa1e3d2b07fbb98210,0,6.112903225806453
1,F,47116b2b7cda43fa1e3d2b07fbb98210,0,6.112903225806453
1,F,c02492c0ea548cfe1ba3d8fc7b4f1ff8,1,1.195583596214511
1,F,c02492c0ea548cfe1ba3d8fc7b4f1ff8,1,1.195583596214511
1,F,c02492c0ea548cfe1ba3d8fc7b4f1ff8,1,1.195583596214511
1,A,5d294ea4aa68a55fe52f97ae9ae5c764,1,1.5385934819897085
0,E,4dec2117b634b19ebdb1b34997adda2b,1,1.28125
0,E,4dec2117b634b19ebdb1b34997adda2b,1,1.28125
1,D,ed38f576e6732f0e55dbabe90f8410bd,0,3.7611464968152872
1,D,ed38f576e6732f0e55dbabe90f8410bd,0,3.7611464968152872
0,A,7459777cfedd9532c22d01715c2757d9,0,2.856687898089172
1,A,7459777cfedd9532c22d01715c2757d9,0,2.856687898089172
0,A,38bffa266b1523ec6a3b9bc6442e866d,0,2.856687898089172
0,C,338f7ef5abbbdbfdca730c1635c2309e,1,1.4331065759637187
0,C,d45703cae9d94183049972019e0e1256,1,1.4331065759637187
0,D,24fb96b9f800052e2e6af61431ea48d4,1,1.3621683967704727
0,D,24fb96b9f800052e2e6af61431ea48d4,1,1.3621683967704727
1,A,34f146ced368daf4263c30f801a7c476,1,1.5385934819897085
1,A,34f146ced368daf4263c30f801a7c476,1,1.5385934819897085
1,A,7a2290091cb3589a265318782172bd01,1,1.5385934819897085
1,A,7a2290091cb3589a265318782172bd01,1,1.5385934819897085
1,A,7a2290091cb3589a265318782172bd01,1,1.5385934819897085
0,B,39f04c4f8e30fc9ac7e9a37a29ec1fe1,0,3.6119402985074633
0,B,39f04c4f8e30fc9ac7e9a37a29ec1fe1,0,3.6119402985074633
0,B,fc8d3861bec30c1d03831ebdfa8d98df,1,1.3828571428571428
0,B,fc8d3861bec30c1d03831ebdfa8d98df,1,1.3828571428571428
0,B,fc8d3861bec30c1d03831ebdfa8d98df,1,1.3828571428571428
1,E,de7c6f939376b1aa5c9c06715780889b,1,1.28125
1,C,c411e096a0079146389a056b1e89279c,1,1.4331065759637187
0,C,a32e93539aea2fa913c02c7a40ccb291,1,1.4331065759637187
0,A,72fb6f76b1df25abd26f91cbd83032af,1,1.5385934819897085
1,A,72fb6f76b1df25abd26f91cbd83032af,1,1.5385934819897085
0,I,1050e3ac92e96978704f8d039c61ef68,0,4.635000000000001
0,I,1050e3ac92e96978704f8d039c61ef68,0,4.635000000000001
1,C,4a8bac98dbf8affbcd56e363b04b95b5,0,3.30890052356021
0,G,16cedc21aa0cf8596ac097599cbebdc5,0,4.502057613168724
1,G,16cedc21aa0cf8596ac097599cbebdc5,0,4.502057613168724
1,A,fa160ed2b5eaf5b853ec244bfef2a276,0,2.856687898089172
0,A,fa160ed2b5eaf5b853ec244bfef2a276,0,2.856687898089172
1,E,17941f776a696d24f14caea0b414dd32,1,1.28125
0,I,30aac24add652c6375cdcb24de842fcc,0,4.635000000000001
0,I,30aac24add652c6375cdcb24de842fcc,0,4.635000000000001
0,I,30aac24add652c6375cdcb24de842fcc,0,4.635000000000001
0,G,9c0b53690125e748dcbb01db340f2cb6,1,1.2855464159811987
0,I,a77d4561353dc783815baf65708a6773,0,4.635000000000001
0,I,a77d4561353dc783815baf65708a6773,0,4.635000000000001
0,I,a77d4561353dc783815baf65708a6773,0,4.635000000000001
1,C,5945fa511ae442f4537b778bf5605d2a,0,3.30890052356021
1,C,5945fa511ae442f4537b778bf5605d2a,0,3.30890052356021
0,B,a84b1e71be3504a1fb7b87c17a9b7ef1,1,1.3828571428571428
1,B,a84b1e71be3504a1fb7b87c17a9b7ef1,1,1.3828571428571428
0,C,671cc6f65b70f945cd68481168f2d4e0,1,1.4331065759637187
0,C,671cc6f65b70f945cd68481168f2d4e0,1,1.4331065759637187
1,G,7229711d4e7e8c9f12cc3098cde6b653,1,1.2855464159811987
1,G,7229711d4e7e8c9f12cc3098cde6b653,1,1.2855464159811987
1,G,16d2729e2065048ed0f53ab153548fe4,1,1.2855464159811987
1,G,16d2729e2065048ed0f53ab153548fe4,1,1.2855464159811987
0,G,16d2729e2065048ed0f53ab153548fe4,1,1.2855464159811987
1,I,8a1eb9f0a1d7ea067ef9fe119d983146,0,4.635000000000001
1,I,8a1eb9f0a1d7ea067ef9fe119d983146,0,4.635000000000001
0,I,8a1eb9f0a1d7ea067ef9fe119d983146,0,4.635000000000001
0,C,5deda2cf2a0a68ae74bc27ce5c37bedd,0,3.30890052356021
1,G,b90c7805fd9cd6f4e041a128cdf1c6ec,1,1.2855464159811987
1,G,b90c7805fd9cd6f4e041a128cdf1c6ec,1,1.2855464159811987
1,H,934922b82640d8f73b580f48fd75e14f,1,1.6079812206572772
1,H,934922b82640d8f73b580f48fd75e14f,1,1.6079812206572772
0,H,934922b82640d8f73b580f48fd75e14f,1,1.6079812206572772
1,H,934922b82640d8f73b580f48fd75e14f,1,1.6079812206572772
0,G,4403ce0cfbcf2b2d979421a6dedf17f1,0,4.502057613168724
0,G,4403ce0cfbcf2b2d979421a6dedf17f1,0,4.502057613168724
1,G,7bb0b3188611c222b97148f8f0746dd7,1,1.2855464159811987
0,D,7cd4ad182cece970727339eb4b3d2a74,1,1.3621683967704727
0,D,7cd4ad182cece970727339eb4b3d2a74,1,1.3621683967704727
0,B,096ce3c1264140ae961d3ebcecd6788c,1,1.3828571428571428
0,C,3487e70ac12575d858cbdcde17577e3e,1,1.4331065759637187
0,C,3487e70ac12575d858cbdcde17577e3e,1,1.4331065759637187
0,C,3487e70ac12575d858cbdcde17577e3e,1,1.4331065759637187
0,C,3487e70ac12575d858cbdcde17577e3e,1,1.4331065759637187
1,E,e4bee3055c23044f6440e9b664931bbb,1,1.28125
1,E,e4bee3055c23044f6440e9b664931bbb,1,1.28125
1,E,29334dcd839c694333a783fb3447521f,1,1.28125
1,E,29334dcd839c694333a783fb3447521f,1,1.28125
1,C,4ba0d50f28fd7cc33ff6cd56530bf784,1,1.4331065759637187
0,C,4ba0d50f28fd7cc33ff6cd56530bf784,1,1.4331065759637187
1,D,86004b1bccbb09fc71d14f1a258f7be5,0,3.7611464968152872
0,D,86004b1bccbb09fc71d14f1a258f7be5,0,3.7611464968152872
1,D,86004b1bccbb09fc71d14f1a258f7be5,0,3.7611464968152872
0,D,86004b1bccbb09fc71d14f1a258f7be5,0,3.7611464968152872
1,I,99661de37d34bdd34b445f2e97da74df,1,1.2751031636863823
1,D,22e05fb362fa9b914d0be47310fd72b4,1,1.3621683967704727
1,D,22e05fb362fa9b914d0be47310fd72b4,1,1.3621683967704727
0,G,4403ce0cfbcf2b2d979421a6dedf17f1,0,4.502057613168724
1,G,4403ce0cfbcf2b2d979421a6dedf17f1,0,4.502057613168724
1,I,4d56a2c759e4030575d387d445dde25c,1,1.2751031636863823
1,I,4d56a2c759e4030575d387d445dde25c,1,1.2751031636863823
0,I,4d56a2c759e4030575d387d445dde25c,1,1.2751031636863823
1,G,1bb1a54455803cd4e7d0cd3d6f693510,1,1.2855464159811987
1,G,1bb1a54455803cd4e7d0cd3d6f693510,1,1.2855464159811987
0,G,d75efe56da0dd4b2ba686423f21c049b,1,1.2855464159811987
1,G,d75efe56da0dd4b2ba686423f21c049b,1,1.2855464159811987
1,C,b856f0d78313393b75fa03735a5ada54,1,1.4331065759637187
1,C,b856f0d78313393b75fa03735a5ada54,1,1.4331065759637187
0,E,bf42b64746acd93a21363f122a9fe70b,1,1.28125
0,E,bf42b64746acd93a21363f122a9fe70b,1,1.28125
0,E,bf42b64746acd93a21363f122a9fe70b,1,1.28125
0,E,bf42b64746acd93a21363f122a9fe70b,1,1.28125
1,H,8758577f156fb640fd9a9608c83bc383,1,1.6079812206572772
0,A,30f276b8d6fec746b84a385a68fafef5,1,1.5385934819897085
0,A,30f276b8d6fec746b84a385a68fafef5,1,1.5385934819897085
0,A,30f276b8d6fec746b84a385a68fafef5,1,1.5385934819897085
1,A,2e61c1a8220daaa86b0c79be43ce2e0b,1,1.5385934819897085
1,A,2e61c1a8220daaa86b0c79be43ce2e0b,1,1.5385934819897085
1,D,f8d4b81f8be86edc9910dd0f77c37b20,0,3.7611464968152872
1,D,f8d4b81f8be86edc9910dd0f77c37b20,0,3.7611464968152872
0,B,efc0bfbaa5b13fe389691c4eea4b6855,1,1.3828571428571428
1,F,e8b043e83d40c372aa4acf49b540ff43,1,1.195583596214511
1,D,1831b37e7495cf6356dd43907ea68b72,1,1.3621683967704727
1,D,1831b37e7495cf6356dd43907ea68b72,1,1.3621683967704727
1,H,aebf34957b7cf0664a18f18f9214bca2,1,1.6079812206572772
1,H,aebf34957b7cf0664a18f18f9214bca2,1,1.6079812206572772
1,C,a5cb402438cd24dca22083d5bc1336b1,0,3.30890052356021
1,C,a5cb402438cd24dca22083d5bc1336b1,0,3.30890052356021
1,C,a5cb402438cd24dca22083d5bc1336b1,0,3.30890052356021
1,C,a5cb402438cd24dca22083d5bc1336b1,0,3.30890052356021
1,G,6e349dede107acd97acf0597fec866cf,1,1.2855464159811987
1,G,6e349dede107acd97acf0597fec866cf,1,1.2855464159811987
0,G,6e349dede107acd97acf0597fec866cf,1,1.2855464159811987
0,A,d9b9903c99ca730008509dce2ca7465b,1,1.5385934819897085
0,A,d9b9903c99ca730008509dce2ca7465b,1,1.5385934819897085
1,G,2a151cad0417617a103f17a1b17d12b7,1,1.2855464159811987
1,G,2a151cad0417617a103f17a1b17d12b7,1,1.2855464159811987
1,B,9f8c6d986cde80904749979c0a40080b,1,1.3828571428571428
1,B,06eb5256961d0d8dd8e68b133ff9efad,1,1.3828571428571428
1,B,06eb5256961d0d8dd8e68b133ff9efad,1,1.3828571428571428
1,H,e5633eb03cee3748d1b6ff7e299a636f,0,2.6447876447876446
1,D,3f845765801ece54c7959ce21887591f,0,3.7611464968152872
1,D,3f845765801ece54c7959ce21887591f,0,3.7611464968152872
1,D,3f845765801ece54c7959ce21887591f,0,3.7611464968152872
1,B,b05b893c3513e74723b59e49228e8c47,1,1.3828571428571428
1,B,b05b893c3513e74723b59e49228e8c47,1,1.3828571428571428
0,C,89ad5bff1a2ece642de43b5a7a4c2af6,1,1.4331065759637187
0,C,89ad5bff1a2ece642de43b5a7a4c2af6,1,1.4331065759637187
0,B,ffdff5711cf336ea18aefd94bd5706d3,1,1.3828571428571428
1,B,ffdff5711cf336ea18aefd94bd5706d3,1,1.3828571428571428
0,G,f7dce1ba160a54387815c24f0ea23381,0,4.502057613168724
0,G,f7dce1ba160a54387815c24f0ea23381,0,4.502057613168724
1,F,8118a8c481563fb0f8d2266a45d2b65c,1,1.195583596214511
1,F,8118a8c481563fb0f8d2266a45d2b65c,1,1.195583596214511
0,G,d63ffa283db8190af5b29fbdf7004a74,0,4.502057613168724
1,G,d0b0a872870191fefece9d90275ff05a,1,1.2855464159811987
0,A,dbcd2dab7ddcc23eb60080e8de1701f2,1,1.5385934819897085
0,A,dbcd2dab7ddcc23eb60080e8de1701f2,1,1.5385934819897085
0,C,ed6347fd13d1e79a409901def5698221,1,1.4331065759637187
0,C,ed6347fd13d1e79a409901def5698221,1,1.4331065759637187
1,G,79bb2fd943f54a1f4c577b43dc07d68a,1,1.2855464159811987
1,G,79bb2fd943f54a1f4c577b43dc07d68a,1,1.2855464159811987
1,G,79bb2fd943f54a1f4c577b43dc07d68a,1,1.2855464159811987
1,A,e08726a05b3c83c42db3269f3dc67d7d,1,1.5385934819897085
1,A,e08726a05b3c83c42db3269f3dc67d7d,1,1.5385934819897085
1,C,9f04c9f7711619f6b9e12b2748853a15,1,1.4331065759637187
1,C,9f04c9f7711619f6b9e12b2748853a15,1,1.4331065759637187
1,G,2b9efdfc8ce038dd225ea581fa36e9a2,1,1.2855464159811987
1,G,2b9efdfc8ce038dd225ea581fa36e9a2,1,1.2855464159811987
0,B,f9239daaaf8a6dfc4f21100ec161d6d0,1,1.3828571428571428
0,I,badf4eb4da27e676db6f04a928d2fdc7,1,1.2751031636863823
1,G,a98c73d3090cd92c518323aefd8fe3fe,1,1.2855464159811987
0,D,bb78f1fbf580bdf85cc07621dfb50185,1,1.3621683967704727
1,D,bb78f1fbf580bdf85cc07621dfb50185,1,1.3621683967704727
1,D,bb78f1fbf580bdf85cc07621dfb50185,1,1.3621683967704727
0,F,c5cd7ac43badb0f025e12f58d7d84a2d,0,6.112903225806453
0,G,b4c2e916a6e722196b474d371ad3d1fc,0,4.502057613168724
1,G,b4c2e916a6e722196b474d371ad3d1fc,0,4.502057613168724
1,D,7e6c2843912f9ad98a2f58f09d67055b,1,1.3621683967704727
1,D,7e6c2843912f9ad98a2f58f09d67055b,1,1.3621683967704727
1,G,fca36e764ab9151d41e81956f440d6bd,0,4.502057613168724
0,C,c411e096a0079146389a056b1e89279c,1,1.4331065759637187
0,C,c411e096a0079146389a056b1e89279c,1,1.4331065759637187
0,E,3a19aec8af6427e48bbfa4a26977e431,1,1.28125
0,E,3a19aec8af6427e48bbfa4a26977e431,1,1.28125
0,C,219cdbfd43ecd6efc1d14f43dfc8959a,1,1.4331065759637187
0,C,219cdbfd43ecd6efc1d14f43dfc8959a,1,1.4331065759637187
1,H,8449b60baaf38bc29341eca959800e39,1,1.6079812206572772
1,H,8449b60baaf38bc29341eca959800e39,1,1.6079812206572772
0,H,8449b60baaf38bc29341eca959800e39,1,1.6079812206572772
0,H,8449b60baaf38bc29341eca959800e39,1,1.6079812206572772
0,A,d851a11d30d1e532978906fcf1c7ecc0,0,2.856687898089172
0,A,d851a11d30d1e532978906fcf1c7ecc0,0,2.856687898089172
0,H,9083b0369344513a88f7f64630376b79,1,1.6079812206572772
1,H,9083b0369344513a88f7f64630376b79,1,1.6079812206572772
0,A,83fac5ac797652c78aa41d1e8a2f6535,1,1.5385934819897085
0,A,83fac5ac797652c78aa41d1e8a2f6535,1,1.5385934819897085
0,B,aba950677c03222e93f342820fffc1a8,1,1.3828571428571428
0,B,aba950677c03222e93f342820fffc1a8,1,1.3828571428571428
1,I,7f39cdf0a0fc2ece54dfb60e6f1651c5,1,1.2751031636863823
0,E,2ce3195d47cc0b2c62ca0e24def80c63,1,1.28125
1,G,2ed31c3a9f71f392e815dd8775ac5e33,1,1.2855464159811987
1,G,2ed31c3a9f71f392e815dd8775ac5e33,1,1.2855464159811987
1,A,4938514f49c6816767e790cdb6c08104,0,2.856687898089172
1,A,4938514f49c6816767e790cdb6c08104,0,2.856687898089172
0,A,4938514f49c6816767e790cdb6c08104,0,2.856687898089172
0,E,361c3dbbea15e36c979e2300de270c6e,1,1.28125
0,C,466a09f2ef03b7295033e4e52eda6b09,1,1.4331065759637187
0,C,466a09f2ef03b7295033e4e52eda6b09,1,1.4331065759637187
1,H,ea10d39b057b4bd001dc66b7aebb7ae3,1,1.6079812206572772
0,H,ea10d39b057b4bd001dc66b7aebb7ae3,1,1.6079812206572772
0,F,86ea782ce2aaa2d973aea65e7851c204,1,1.195583596214511
0,F,86ea782ce2aaa2d973aea65e7851c204,1,1.195583596214511
1,I,a3e870d6772c53014e6e849644b14726,1,1.2751031636863823
0,C,3243ce31f7c78cfb7cf04f95baee5008,1,1.4331065759637187
1,G,8e96d8a191bb4ed447d638c0149cc39c,0,4.502057613168724
1,G,8e96d8a191bb4ed447d638c0149cc39c,0,4.502057613168724
0,C,9fff494d615aa7f30163cc3123a7966c,1,1.4331065759637187
0,C,9fff494d615aa7f30163cc3123a7966c,1,1.4331065759637187
1,D,2b7372d377fa36881bed490923e71f66,1,1.3621683967704727
1,D,2b7372d377fa36881bed490923e71f66,1,1.3621683967704727
1,D,2b7372d377fa36881bed490923e71f66,1,1.3621683967704727
1,D,2b7372d377fa36881bed490923e71f66,1,1.3621683967704727
1,B,0cb4fa70fe3cf6c6e2dd222a8fc0b91e,1,1.3828571428571428
1,B,21c7934c4388a32df376e51c89b936fd,1,1.3828571428571428
1,B,21c7934c4388a32df376e51c89b936fd,1,1.3828571428571428
1,G,8de4d6ae7a1a4e0ccde5c0cbe93441f0,1,1.2855464159811987
0,A,22c3dea71bc9de3fbfceeaebbdd767fd,1,1.5385934819897085
0,A,22c3dea71bc9de3fbfceeaebbdd767fd,1,1.5385934819897085
0,A,22c3dea71bc9de3fbfceeaebbdd767fd,1,1.5385934819897085
0,A,22c3dea71bc9de3fbfceeaebbdd767fd,1,1.5385934819897085
1,G,d05dfa087705e32a6f75cd28316aad7b,1,1.2855464159811987
0,I,f8ce200124ef0c69945dc52494aed710,1,1.2751031636863823
0,A,0da2cfe447443f1f93f3c67258a96155,1,1.5385934819897085
0,C,fe306d5d8910032c89bd6756d20fa32c,0,3.30890052356021
0,C,fe306d5d8910032c89bd6756d20fa32c,0,3.30890052356021
1,G,c8065c8f06e0f2bfcedefc9faa34647f,1,1.2855464159811987
0,G,0e8653c2ad7e0f217a5c34126d58bc35,1,1.2855464159811987
1,I,e4aca95a95446c5502494e8d665d71f8,1,1.2751031636863823
1,I,e4aca95a95446c5502494e8d665d71f8,1,1.2751031636863823
0,G,265d47557a64017cde4a6217184ae5b4,1,1.2855464159811987
1,D,3678ad6b60d0cf5c4155b61022749b65,1,1.3621683967704727
1,D,3678ad6b60d0cf5c4155b61022749b65,1,1.3621683967704727
0,B,d2cd3e34830f5dc1a902d3b93cdf97da,1,1.3828571428571428
0,C,d704968d395670a7a8de0d77d4d50397,1,1.4331065759637187
0,C,d704968d395670a7a8de0d77d4d50397,1,1.4331065759637187
1,C,2450112608fb61d5533ab4319a287a06,1,1.4331065759637187
1,C,2450112608fb61d5533ab4319a287a06,1,1.4331065759637187
1,D,e877bd5d398d6d3f886750b57255bde4,0,3.7611464968152872
1,D,e877bd5d398d6d3f886750b57255bde4,0,3.7611464968152872
1,H,cc2680bc8faf662c059e69b34dc1bb0e,0,2.6447876447876446
1,H,cc2680bc8faf662c059e69b34dc1bb0e,0,2.6447876447876446
1,G,0e48a94068b7fb4e81cab3daf259cec7,1,1.2855464159811987
1,G,0e48a94068b7fb4e81cab3daf259cec7,1,1.2855464159811987
1,A,d226a7159353a7f7996df70842f2a9e7,1,1.5385934819897085
1,C,a7feb19726bae3b158380c8587f62910,1,1.4331065759637187
1,C,a7feb19726bae3b158380c8587f62910,1,1.4331065759637187
1,B,a0bfc0521e61a8c9d4706430e7e28296,0,3.6119402985074633
1,B,a0bfc0521e61a8c9d4706430e7e28296,0,3.6119402985074633
1,B,fc8d3861bec30c1d03831ebdfa8d98df,1,1.3828571428571428
1,B,fc8d3861bec30c1d03831ebdfa8d98df,1,1.3828571428571428
0,B,f4e0645373c21e4060d0cba2056591e4,1,1.3828571428571428
0,B,f4e0645373c21e4060d0cba2056591e4,1,1.3828571428571428
1,H,d934024c1de204aca9ff35833fb89ae5,1,1.6079812206572772
1,H,d934024c1de204aca9ff35833fb89ae5,1,1.6079812206572772
1,C,7a30d248d78f5c138e6ce370a8e5d69b,1,1.4331065759637187
1,C,7a30d248d78f5c138e6ce370a8e5d69b,1,1.4331065759637187
1,F,0d3b3fb86e041343ab962d3d18aff1f3,0,6.112903225806453
1,I,4b8693193802362f70a56ae2993ad498,0,4.635000000000001
1,A,78103929a9fab12147bb31fe88431dbe,0,2.856687898089172
1,C,4a8bac98dbf8affbcd56e363b04b95b5,0,3.30890052356021
1,C,4a8bac98dbf8affbcd56e363b04b95b5,0,3.30890052356021
1,H,7ea286a5153d85aad58fa537320cd45c,1,1.6079812206572772
1,H,7ea286a5153d85aad58fa537320cd45c,1,1.6079812206572772
0,A,fb3f5d3737dd309dc44eae21fefb783b,1,1.5385934819897085
0,A,fb3f5d3737dd309dc44eae21fefb783b,1,1.5385934819897085
1,G,1b9785ffacc5c9ac3cc40191039d374f,1,1.2855464159811987
0,G,1b9785ffacc5c9ac3cc40191039d374f,1,1.2855464159811987
0,G,1b9785ffacc5c9ac3cc40191039d374f,1,1.2855464159811987
0,G,1b9785ffacc5c9ac3cc40191039d374f,1,1.2855464159811987
0,C,75974416f89250be04a5825c52edf128,1,1.4331065759637187
0,C,75974416f89250be04a5825c52edf128,1,1.4331065759637187
1,F,bb5dd737f06e14ef8c585e7a7a3ce94a,1,1.195583596214511
0,I,30aac24add652c6375cdcb24de842fcc,0,4.635000000000001
0,I,30aac24add652c6375cdcb24de842fcc,0,4.635000000000001
0,I,631f78ac9152e7c1e602ebce12d16a89,1,1.2751031636863823
1,I,631f78ac9152e7c1e602ebce12d16a89,1,1.2751031636863823
1,B,b472e90427bd6b00fd0c1db0e0a62004,0,3.6119402985074633
0,C,5945fa511ae442f4537b778bf5605d2a,0,3.30890052356021
0,C,5945fa511ae442f4537b778bf5605d2a,0,3.30890052356021
1,G,7229711d4e7e8c9f12cc3098cde6b653,1,1.2855464159811987
1,G,7229711d4e7e8c9f12cc3098cde6b653,1,1.2855464159811987
1,G,eaf75459c741f8a92522decab5f09f55,1,1.2855464159811987
1,G,eaf75459c741f8a92522decab5f09f55,1,1.2855464159811987
1,I,8f2e77ed8c675babd0238de7b3fe68d8,1,1.2751031636863823
1,I,8f2e77ed8c675babd0238de7b3fe68d8,1,1.2751031636863823
0,I,8f2e77ed8c675babd0238de7b3fe68d8,1,1.2751031636863823
0,D,783b340c05539dfb7c2fe388ae53b1a1,1,1.3621683967704727
0,B,36faf3dec0deb3328fa96a2aa2f0497f,1,1.3828571428571428
1,B,36faf3dec0deb3328fa96a2aa2f0497f,1,1.3828571428571428
1,I,f7c79fbca34549328db736e48fa4e661,1,1.2751031636863823
1,I,f7c79fbca34549328db736e48fa4e661,1,1.2751031636863823
1,I,d1a498f87196df2008dd591ecf65b497,1,1.2751031636863823
1,I,d1a498f87196df2008dd591ecf65b497,1,1.2751031636863823
1,G,3f030efaaa87f423a8c43b14f2e1ec04,0,4.502057613168724
1,G,3f030efaaa87f423a8c43b14f2e1ec04,0,4.502057613168724
1,C,253c689709339b14e9f79c18f54d19b1,0,3.30890052356021
1,I,59885f10b62ab4f6e6dee7caf7abc22a,1,1.2751031636863823
1,I,59885f10b62ab4f6e6dee7caf7abc22a,1,1.2751031636863823
1,G,b4ff3d1b21d3aed4709aaedb30f62e84,1,1.2855464159811987
0,B,a3bd371ef9776a4e65dd7b057375265d,1,1.3828571428571428
0,B,a3bd371ef9776a4e65dd7b057375265d,1,1.3828571428571428
1,E,d63e91b9a30ec8047ae35bab3b07c438,1,1.28125
0,E,d63e91b9a30ec8047ae35bab3b07c438,1,1.28125
0,B,096ce3c1264140ae961d3ebcecd6788c,1,1.3828571428571428
0,B,d1fc48fd81a1faa0d3ff8df048e2bc66,0,3.6119402985074633
1,I,f3eab9d3e1b8b113d68eddf585988107,1,1.2751031636863823
1,I,f3eab9d3e1b8b113d68eddf585988107,1,1.2751031636863823
0,G,542307798412a15c181ff7b1b3d7e544,1,1.2855464159811987
1,G,542307798412a15c181ff7b1b3d7e544,1,1.2855464159811987
1,G,542307798412a15c181ff7b1b3d7e544,1,1.2855464159811987
1,G,965d38441b1cc8e06a3ceee0ac14021d,1,1.2855464159811987
0,G,965d38441b1cc8e06a3ceee0ac14021d,1,1.2855464159811987
0,G,965d38441b1cc8e06a3ceee0ac14021d,1,1.2855464159811987
0,C,06f32b499bdd4058fad158a6672fd0d1,1,1.4331065759637187
0,C,68362e50ae1cf73dc0c81a0d3f215270,0,3.30890052356021
0,C,68362e50ae1cf73dc0c81a0d3f215270,0,3.30890052356021
0,I,42c6caebf95925424bc819d15671d607,1,1.2751031636863823
0,I,42c6caebf95925424bc819d15671d607,1,1.2751031636863823
0,A,e62d377f32874afe1d1c665dd177a8bf,0,2.856687898089172
0,A,e62d377f32874afe1d1c665dd177a8bf,0,2.856687898089172
0,A,e62d377f32874afe1d1c665dd177a8bf,0,2.856687898089172
0,G,1bb1a54455803cd4e7d0cd3d6f693510,1,1.2855464159811987
1,H,31de865e23109ad5d988ea8d7f196006,0,2.6447876447876446
0,E,eb1b0452f89130e51f645656a7045993,1,1.28125
0,E,eb1b0452f89130e51f645656a7045993,1,1.28125
0,E,eb1b0452f89130e51f645656a7045993,1,1.28125
1,E,6ace5179875beedb10fc067029e3758c,1,1.28125
1,G,0d60dd63be1530b8d7e635a96f288efe,1,1.2855464159811987
1,H,85483ea5a643aa146ceff305aab27289,1,1.6079812206572772
1,H,85483ea5a643aa146ceff305aab27289,1,1.6079812206572772
0,H,85483ea5a643aa146ceff305aab27289,1,1.6079812206572772
